"id"	"source_id"	"name"	"value"
"606"	"34"	"Borough"	"3"
"607"	"34"	"Borough"	"3"
"608"	"34"	"Borough"	"3"
"609"	"34"	"Borough"	"3"
"610"	"34"	"Borough"	"3"
"611"	"34"	"Borough"	"3"
"612"	"34"	"Borough"	"3"
"613"	"34"	"Borough"	"3"
"614"	"34"	"Borough"	"3"
"615"	"35"	"Borough"	"3"
"616"	"35"	"Borough"	"3"
"617"	"35"	"Borough"	"3"
"618"	"35"	"Borough"	"3"
"619"	"35"	"Borough"	"3"
"620"	"35"	"Borough"	"3"
"621"	"35"	"Borough"	"3"
"622"	"35"	"Borough"	"3"
"623"	"35"	"Borough"	"3"
"624"	"35"	"Borough"	"3"
"625"	"35"	"Borough"	"3"
"626"	"35"	"Borough"	"3"
"627"	"35"	"Borough"	"3"
"628"	"35"	"Borough"	"3"
"629"	"35"	"Borough"	"3"
"630"	"35"	"Borough"	"3"
"631"	"36"	"Borough"	"3"
"632"	"36"	"Borough"	"3"
"633"	"36"	"Borough"	"3"
"634"	"36"	"Borough"	"3"
"635"	"36"	"Borough"	"3"
"636"	"36"	"Borough"	"3"
"637"	"36"	"Borough"	"3"
"638"	"36"	"Borough"	"3"
"639"	"36"	"Borough"	"3"
"640"	"36"	"Borough"	"3"
"641"	"36"	"Borough"	"3"
"642"	"36"	"Borough"	"3"
"643"	"36"	"Borough"	"3"
"644"	"36"	"Borough"	"3"
"645"	"36"	"Borough"	"3"
"646"	"36"	"Borough"	"3"
"647"	"37"	"Borough"	"3"
"648"	"37"	"Borough"	"3"
"649"	"37"	"Borough"	"3"
"650"	"37"	"Borough"	"3"
"651"	"37"	"Borough"	"3"
"652"	"37"	"Borough"	"3"
"653"	"37"	"Borough"	"3"
"654"	"37"	"Borough"	"3"
"655"	"37"	"Borough"	"3"
"656"	"37"	"Borough"	"3"
"657"	"37"	"Borough"	"3"
"658"	"37"	"Borough"	"3"
"659"	"37"	"Borough"	"3"
"660"	"37"	"Borough"	"3"
"661"	"37"	"Borough"	"3"
"662"	"37"	"Borough"	"3"
"663"	"38"	"Borough"	"3"
"664"	"38"	"Borough"	"3"
"665"	"38"	"Borough"	"3"
"666"	"38"	"Borough"	"3"
"667"	"38"	"Borough"	"3"
"668"	"38"	"Borough"	"3"
"669"	"38"	"Borough"	"3"
"670"	"38"	"Borough"	"3"
"671"	"38"	"Borough"	"3"
"672"	"38"	"Borough"	"3"
"673"	"38"	"Borough"	"3"
"674"	"38"	"Borough"	"3"
"675"	"38"	"Borough"	"3"
"676"	"38"	"Borough"	"3"
"677"	"38"	"Borough"	"3"
"678"	"38"	"Borough"	"3"
"679"	"39"	"Borough"	"3"
"680"	"39"	"Borough"	"3"
"681"	"39"	"Borough"	"3"
"682"	"39"	"Borough"	"3"
